clone, divRt, movRt, livePop, historicPop, rA, hA, generations, seed, nInitCell, w, h, 
slow_0, 0.05, 0.2, 0, 1, 1.3, 0.0, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.3, 0.0, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 2, 1.3, 0.0, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.3, 0.0, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 5, 1.3, 0.0, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.3, 0.05, 100, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.3, 0.05, 100, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.3, 0.05, 100, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.3, 0.05, 100, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.3, 0.05, 100, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.3, 0.05, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.3, 0.05, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.3, 0.05, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.3, 0.05, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.3, 0.05, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.3, 0.1, 100, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.3, 0.1, 100, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.3, 0.1, 100, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.3, 0.1, 100, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.3, 0.1, 100, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.3, 0.1, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.3, 0.1, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.3, 0.1, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.3, 0.1, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.3, 0.1, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.3, 0.15000000000000002, 100, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.3, 0.15000000000000002, 100, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.3, 0.15000000000000002, 100, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.3, 0.15000000000000002, 100, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.3, 0.15000000000000002, 100, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.3, 0.15000000000000002, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.3, 0.15000000000000002, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.3, 0.15000000000000002, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.3, 0.15000000000000002, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.3, 0.15000000000000002, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 2, 1.3, 0.2, 100, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.3, 0.2, 100, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.3, 0.2, 100, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.3, 0.2, 100, 280679, 4, 50, 50, 
all, -1, -1, 0, 5, 1.3, 0.2, 100, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 2, 1.3, 0.2, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.3, 0.2, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.3, 0.2, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.3, 0.2, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 5, 1.3, 0.2, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.3, 0.25, 100, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.3, 0.25, 100, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 2, 1.3, 0.25, 100, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.3, 0.25, 100, 280679, 4, 50, 50, 
all, -1, -1, 0, 5, 1.3, 0.25, 100, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.3, 0.25, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.3, 0.25, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 2, 1.3, 0.25, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.3, 0.25, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 5, 1.3, 0.25, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.3, 0.3, 100, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 2, 1.3, 0.3, 100, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.3, 0.3, 100, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.3, 0.3, 100, 280679, 4, 50, 50, 
all, -1, -1, 0, 5, 1.3, 0.3, 100, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.3, 0.3, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 2, 1.3, 0.3, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.3, 0.3, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.3, 0.3, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 5, 1.3, 0.3, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.3, 0.35, 100, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.3, 0.35, 100, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.3, 0.35, 100, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.3, 0.35, 100, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.3, 0.35, 100, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.3, 0.35, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.3, 0.35, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.3, 0.35, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.3, 0.35, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.3, 0.35, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.3, 0.39999999999999997, 100, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.3, 0.39999999999999997, 100, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.3, 0.39999999999999997, 100, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.3, 0.39999999999999997, 100, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.3, 0.39999999999999997, 100, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.3, 0.39999999999999997, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.3, 0.39999999999999997, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.3, 0.39999999999999997, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.3, 0.39999999999999997, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.3, 0.39999999999999997, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.0, 100, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.0, 100, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.0, 100, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.0, 100, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.4000000000000001, 0.0, 100, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.0, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.0, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.0, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.0, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.4000000000000001, 0.0, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.05, 100, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.05, 100, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.05, 100, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.05, 100, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.4000000000000001, 0.05, 100, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.05, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.05, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.05, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.05, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.4000000000000001, 0.05, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 2, 1.4000000000000001, 0.1, 100, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.1, 100, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.1, 100, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 2, 1.4000000000000001, 0.1, 100, 280679, 4, 50, 50, 
all, -1, -1, 0, 6, 1.4000000000000001, 0.1, 100, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 2, 1.4000000000000001, 0.1, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.1, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.1, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 2, 1.4000000000000001, 0.1, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 6, 1.4000000000000001, 0.1, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.15000000000000002, 100, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.15000000000000002, 100, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.15000000000000002, 100, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.15000000000000002, 100, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.4000000000000001, 0.15000000000000002, 100, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.15000000000000002, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.15000000000000002, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.15000000000000002, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.15000000000000002, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.4000000000000001, 0.15000000000000002, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.2, 100, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.2, 100, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.2, 100, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.2, 100, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.4000000000000001, 0.2, 100, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.2, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.2, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.2, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.2, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.4000000000000001, 0.2, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.25, 100, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.25, 100, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.25, 100, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 2, 1.4000000000000001, 0.25, 100, 280679, 4, 50, 50, 
all, -1, -1, 0, 5, 1.4000000000000001, 0.25, 100, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.25, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.25, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.25, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 2, 1.4000000000000001, 0.25, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 5, 1.4000000000000001, 0.25, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.3, 100, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.3, 100, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.3, 100, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.3, 100, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.4000000000000001, 0.3, 100, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.3, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.3, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.3, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.3, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.4000000000000001, 0.3, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.35, 100, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 2, 1.4000000000000001, 0.35, 100, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.35, 100, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.35, 100, 280679, 4, 50, 50, 
all, -1, -1, 0, 5, 1.4000000000000001, 0.35, 100, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.35, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 2, 1.4000000000000001, 0.35, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.35, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.35, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 5, 1.4000000000000001, 0.35, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.39999999999999997, 100, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.39999999999999997, 100, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.39999999999999997, 100, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.39999999999999997, 100, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.4000000000000001, 0.39999999999999997, 100, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.39999999999999997, 200, 280679, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.39999999999999997, 200, 280679, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.39999999999999997, 200, 280679, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 1.4000000000000001, 0.39999999999999997, 200, 280679, 4, 50, 50, 
all, -1, -1, 0, 4, 1.4000000000000001, 0.39999999999999997, 200, 280679, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 3, 0.5, 0.0, 100, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 2, 0.5, 0.0, 100, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 0.5, 0.0, 100, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.0, 100, 91421, 4, 50, 50, 
all, -1, -1, 0, 7, 0.5, 0.0, 100, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 3, 0.5, 0.0, 200, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 2, 0.5, 0.0, 200, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 0.5, 0.0, 200, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.0, 200, 91421, 4, 50, 50, 
all, -1, -1, 0, 7, 0.5, 0.0, 200, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 0.5, 0.05, 100, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 2, 0.5, 0.05, 100, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 0.5, 0.05, 100, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.05, 100, 91421, 4, 50, 50, 
all, -1, -1, 0, 5, 0.5, 0.05, 100, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 0.5, 0.05, 200, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 2, 0.5, 0.05, 200, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 0.5, 0.05, 200, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.05, 200, 91421, 4, 50, 50, 
all, -1, -1, 0, 5, 0.5, 0.05, 200, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 0.5, 0.1, 100, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 0.5, 0.1, 100, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 2, 0.5, 0.1, 100, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.1, 100, 91421, 4, 50, 50, 
all, -1, -1, 0, 5, 0.5, 0.1, 100, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 0.5, 0.1, 200, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 0.5, 0.1, 200, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 2, 0.5, 0.1, 200, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.1, 200, 91421, 4, 50, 50, 
all, -1, -1, 0, 5, 0.5, 0.1, 200, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 0.5, 0.15000000000000002, 100, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 0.5, 0.15000000000000002, 100, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 0.5, 0.15000000000000002, 100, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.15000000000000002, 100, 91421, 4, 50, 50, 
all, -1, -1, 0, 4, 0.5, 0.15000000000000002, 100, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 0.5, 0.15000000000000002, 200, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 0.5, 0.15000000000000002, 200, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 0.5, 0.15000000000000002, 200, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.15000000000000002, 200, 91421, 4, 50, 50, 
all, -1, -1, 0, 4, 0.5, 0.15000000000000002, 200, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 2, 0.5, 0.2, 100, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 0.5, 0.2, 100, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 0.5, 0.2, 100, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.2, 100, 91421, 4, 50, 50, 
all, -1, -1, 0, 5, 0.5, 0.2, 100, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 2, 0.5, 0.2, 200, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 0.5, 0.2, 200, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 0.5, 0.2, 200, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.2, 200, 91421, 4, 50, 50, 
all, -1, -1, 0, 5, 0.5, 0.2, 200, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 0.5, 0.25, 100, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 2, 0.5, 0.25, 100, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 0.5, 0.25, 100, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.25, 100, 91421, 4, 50, 50, 
all, -1, -1, 0, 5, 0.5, 0.25, 100, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 0.5, 0.25, 200, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 2, 0.5, 0.25, 200, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 0.5, 0.25, 200, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.25, 200, 91421, 4, 50, 50, 
all, -1, -1, 0, 5, 0.5, 0.25, 200, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 0.5, 0.3, 100, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 0.5, 0.3, 100, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 0.5, 0.3, 100, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.3, 100, 91421, 4, 50, 50, 
all, -1, -1, 0, 4, 0.5, 0.3, 100, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 0.5, 0.3, 200, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 0.5, 0.3, 200, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 0.5, 0.3, 200, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.3, 200, 91421, 4, 50, 50, 
all, -1, -1, 0, 4, 0.5, 0.3, 200, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 2, 0.5, 0.35, 100, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 0.5, 0.35, 100, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 0.5, 0.35, 100, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.35, 100, 91421, 4, 50, 50, 
all, -1, -1, 0, 5, 0.5, 0.35, 100, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 2, 0.5, 0.35, 200, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 0.5, 0.35, 200, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 0.5, 0.35, 200, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.35, 200, 91421, 4, 50, 50, 
all, -1, -1, 0, 5, 0.5, 0.35, 200, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 0.5, 0.39999999999999997, 100, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 0.5, 0.39999999999999997, 100, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 0.5, 0.39999999999999997, 100, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.39999999999999997, 100, 91421, 4, 50, 50, 
all, -1, -1, 0, 4, 0.5, 0.39999999999999997, 100, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 0.5, 0.39999999999999997, 200, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 0.5, 0.39999999999999997, 200, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 0, 1, 0.5, 0.39999999999999997, 200, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.5, 0.39999999999999997, 200, 91421, 4, 50, 50, 
all, -1, -1, 0, 4, 0.5, 0.39999999999999997, 200, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 0.6, 0.0, 100, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 0.6, 0.0, 100, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 13, 13, 0.6, 0.0, 100, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.6, 0.0, 100, 91421, 4, 50, 50, 
all, -1, -1, 13, 16, 0.6, 0.0, 100, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 0.6, 0.0, 200, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 0.6, 0.0, 200, 91421, 4, 50, 50, 
slow_2, 0.05, 0.2, 2062, 2331, 0.6, 0.0, 200, 91421, 4, 50, 50, 
slow_3, 0.05, 0.2, 0, 1, 0.6, 0.0, 200, 91421, 4, 50, 50, 
all, -1, -1, 2062, 2334, 0.6, 0.0, 200, 91421, 4, 50, 50, 
slow_0, 0.05, 0.2, 0, 1, 0.6, 0.05, 100, 91421, 4, 50, 50, 
slow_1, 0.05, 0.2, 0, 1, 0.6, 0.05, 100, 91421, 4, 50, 50, 
